date,continent,location,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence
2020-02-01,Europe,Brazil,9356169,8219,182225,287,24671251,60857,0.078733368,441.5288646,40164230,66157452,8776303,99819,14123,2.211174614,60.83236208,1288334192,571.9440252,29.14748593,24.06967776,10.8577361,23850.71898,36.39292519,790.6737248,6.437953112
2021-12-01,Europe,France,6810805,1985,437359,566,70509448,72652,0.407165062,307.1662383,27577992,27704225,42382855,73728,6910,2.136156339,6.031038402,1198875181,910.5900735,37.1957929,17.31917391,3.640555667,51492.35984,19.61431312,516.7800575,4.989264156
2022-07-01,North America,Germany,2238057,9713,22936,498,80456483,12937,0.726225792,264.1166164,21129442,57041532,38807512,17285,15758,1.786632808,7.5248283,355006928,251.164261,45.38669589,14.5540299,13.4347463,23883.57565,19.69373307,524.6101925,2.511163601
2022-07-01,Asia,India,4464344,8488,312326,440,76018109,30161,0.1100582,189.4411898,80788906,44665757,54227590,22287,2003,1.514734069,42.03825416,265352094,583.6870384,48.03885219,8.558448415,17.72423855,51378.53831,29.51532752,274.1611989,9.210532142
2021-04-01,North America,India,566088,2181,373403,780,6020676,4383,0.609865548,193.9082713,33204250,35656210,50955002,47361,5745,0.938043195,17.74938784,981255522,486.8991561,28.06787078,24.24031954,3.697684096,12208.14955,44.64595036,614.3270604,9.521053471
2022-12-01,Europe,Russia,6558947,2296,230596,302,65438138,85856,0.443306793,277.732503,80411979,23895871,59827536,45805,17924,1.059252695,10.42625595,56488962,773.8754413,38.22244401,5.157167534,11.43721899,69029.01989,49.16136417,787.9830041,18.39667163
2022-12-01,Europe,Germany,658003,7164,95042,86,76530490,70043,0.057998654,70.57090074,3101812,6293748,37599965,31347,3547,1.135416007,26.22435448,367351628,385.2916961,41.717084,18.84962268,13.01346228,56435.15308,30.23054822,190.6019139,3.428915209
2020-10-01,Europe,Germany,9322004,901,257758,437,45417428,59919,0.082804275,223.4877847,76787420,27214247,28793208,2066,14456,2.326177543,7.30183044,857087460,408.9631581,32.22405891,23.0516378,7.29250185,52096.17353,34.09378425,462.5169251,7.074348761
2022-11-01,South America,Russia,5028035,6060,452974,540,55630132,95249,0.827719748,492.5631118,22722270,28270103,16795651,42779,301,2.300605405,44.82259092,974569061,119.964116,25.62422821,12.61394559,16.35508674,10370.19143,33.40156237,695.2878349,3.348358778
2021-10-01,Europe,India,4034464,9290,177129,21,15734529,82055,0.631957465,175.7273846,32421757,10072458,32627533,96290,7104,0.715555699,82.60871596,902627725,116.0502173,40.96715233,15.37288838,12.64576229,46087.1842,26.19729313,100.0328089,8.469795029
2022-04-01,Europe,Russia,5995134,5622,435794,559,80511179,37622,0.287457114,32.74069092,17922935,39269305,37165658,56112,10473,1.866827994,88.42072786,289575550,537.6434399,40.10266611,6.089504821,15.69416476,68513.91563,49.82292131,214.0532879,15.54892208
2022-07-01,Asia,India,8503967,1378,121211,761,67768425,35658,0.633283514,365.3674512,42021911,63655272,42866597,94964,7710,0.748643602,79.77120951,1268575048,135.4611178,39.83121131,7.928491671,11.30700972,42222.25824,22.16078109,197.7699971,3.825903474
2020-12-01,Asia,Russia,6208714,1248,384906,674,45326998,84677,0.183230719,158.7496438,8722465,54772474,17225683,19705,16178,1.82015529,28.92042165,960776419,615.7394202,45.92800182,5.128869367,14.29682187,5871.771632,19.8512172,535.631736,4.190196361
2021-07-01,Europe,France,1512760,7036,224006,100,33241467,15819,0.184433506,35.16529604,60336176,12197976,6386951,42125,13484,2.409841988,90.20991192,1143434286,757.5843527,45.0564978,13.81800635,7.964354067,24308.37494,34.89722683,792.893792,19.93941286
2021-08-01,Europe,Italy,9851044,6487,254870,582,70523417,1528,0.492165506,378.5165285,79235983,25225417,42602062,58852,5887,2.198879123,55.18946491,767641722,26.5884653,46.47305721,10.59441316,8.281434937,15155.82021,30.15959332,571.2921959,4.441097057
2021-08-01,Europe,Brazil,3557689,1058,493244,941,56726086,86491,0.338485859,273.4182551,7948467,60974035,45464953,79959,17862,1.67016995,58.529648,256282545,155.4784051,47.09576063,22.27804898,18.9129311,65974.35957,27.25609157,198.4866552,15.48833887
2022-02-01,Europe,Brazil,7863426,6115,2413,684,12450164,70585,0.347457751,431.287177,92424167,4352708,37556936,98226,6040,1.364246484,30.67821062,189401454,736.2094482,45.78917023,17.49686422,12.60782159,61031.05087,37.60044001,789.5036073,13.24405727
2021-08-01,Asia,Russia,450930,2476,251753,137,2257376,20511,0.042897011,127.1745506,57728394,19452454,1710456,54070,13440,0.73458847,90.23757937,93827224,633.503398,21.14476921,23.1703519,3.954490875,17107.69386,43.73555127,626.9785956,2.846728221
2021-11-01,Europe,Brazil,7402324,4603,364946,577,35178357,10119,0.17090529,403.1230748,68287053,7261095,6215752,25099,14421,1.313099233,6.824903723,341696804,847.7587609,39.0750907,8.568026734,14.04163708,43243.58429,36.64994432,268.827454,11.32186601
2022-06-01,Europe,Italy,3498408,9953,199176,839,88663907,16167,0.356296716,373.5950606,76274894,60603345,60584740,24810,2343,1.176285974,72.87779393,1251827501,331.4544211,28.25463978,20.93236569,13.40908916,42732.39938,30.97690209,716.4929762,19.29792986
2020-04-01,Europe,Brazil,91006,4818,114897,280,56189889,87789,0.803760695,243.3085462,94314233,14748550,13949755,97894,1238,0.753464765,6.471810303,299586537,641.6745455,21.65212575,9.929356342,3.7734712,57400.88367,19.36854311,315.0646116,9.430001703
2021-11-01,Asia,Brazil,688725,4623,168751,827,27574471,45678,0.248668783,411.9386818,15585643,77379635,67322953,7388,6856,2.296379842,92.52617993,1118623104,946.3386334,24.77801182,20.33433048,12.59141045,61840.18996,42.74414517,537.8463165,8.091540523
2020-02-01,Europe,France,9177376,7349,116908,430,72124341,95334,0.83639106,239.7682225,33584406,61955322,33286174,91631,10620,1.481163243,12.40514485,853410867,438.4144074,31.30964538,21.89091903,6.515031439,68252.69852,9.018585339,119.7691585,4.088611535
2020-04-01,Europe,Germany,3637820,7209,79731,685,43256168,80291,0.985456071,390.4128564,82789618,65580690,65235949,73153,19210,1.035660154,23.12820245,2100409,127.1037823,26.46827626,15.2007764,16.04444211,38922.91797,47.43350756,118.8066213,18.5218919
2022-11-01,North America,Italy,3284321,4576,327275,662,99088961,66008,0.824801791,343.0978898,81889289,71310829,32970376,40850,92,0.690137498,69.87902113,1174414637,48.86818941,49.5830553,22.12157196,4.880515659,41359.41305,26.47484663,348.7573975,9.129498925
2021-12-01,Europe,France,3452501,5521,116854,396,78825844,6473,0.503377953,3.250573414,86408156,14896912,40360897,39224,4533,0.683066365,64.57420174,1353111029,77.85916541,34.28936029,5.267253028,14.63306978,23698.36039,45.05988802,308.6669952,7.952048852
2022-04-01,Asia,India,5451973,7813,474650,768,73785653,99500,0.860430668,398.01838,24344996,16050943,51452963,53269,3032,0.589909912,45.03076525,1224604893,742.2104676,24.36150965,20.33534232,19.14140438,67020.96363,26.41803467,429.5313972,5.208725653
2020-06-01,Asia,Germany,1437188,7237,263358,380,89199594,38785,0.602053673,98.07039943,42497701,75452238,38650597,93499,6867,1.502062918,48.01667655,335209443,820.6887756,34.60371873,23.82057773,5.138276531,2502.745476,19.4531046,764.3621054,1.099503696
2020-11-01,Europe,Russia,1656321,7016,348483,443,52363791,63427,0.634953713,495.0751702,18039544,19433010,69089046,10019,14176,1.556357632,88.07284778,57578536,916.2366301,32.14502909,18.14398973,5.905424925,44077.32822,42.08137639,148.4900948,18.23993465
2022-05-01,Europe,India,538645,6191,310258,32,98705835,62001,0.042783281,148.9595972,33052935,74216563,1409615,22470,3234,2.042092195,97.36619338,1141884251,725.3797357,39.5081731,18.73845324,8.242238236,13463.36895,1.875762346,601.9030525,4.476447495
2021-04-01,Europe,France,9960559,1514,482450,259,89148186,61724,0.999892667,321.2119868,94037520,72315954,51872493,53976,6301,1.61402504,0.284288738,290292754,434.9361274,48.10651997,20.19305837,11.71037829,46658.50966,31.95906097,100.879485,9.509265143
2022-03-01,Asia,Russia,4525121,1001,164052,514,82724310,5385,0.061542647,179.7882006,61192661,56326397,22723001,48003,11830,1.165823688,61.50812003,120137610,692.7930477,24.60186636,16.27328961,19.50714113,59782.84968,10.22917353,193.0435483,5.146173706
2021-11-01,Europe,Brazil,5832801,1033,67194,858,52337006,95898,0.852323175,69.65459163,17187069,28938731,61746234,91885,10589,0.751890596,99.45121472,1226113872,876.1833003,23.9826293,10.40446688,9.100022976,18624.95258,30.57024336,435.9513529,16.86502597
2020-04-01,Europe,Brazil,6911855,6899,471022,307,27358811,14708,0.993018679,67.41707573,36069069,24209980,42324332,73927,2062,1.865464667,8.993139589,634285309,889.6882449,22.55998947,21.69083031,3.347022585,2894.862748,41.55305015,133.6028244,12.11563675
2020-05-01,Asia,Russia,6550091,8465,112333,738,67182943,58600,0.816358509,355.7529137,87842117,69981152,66641239,29658,4627,0.500964281,81.13463016,395524139,931.6597966,29.06318242,16.98614759,13.48355189,64073.65068,23.36697772,605.5062374,6.917556535
2020-03-01,North America,India,7790574,5051,37792,795,80765298,23438,0.85188249,188.8206915,75799889,40347594,58334548,73905,19855,1.157434339,93.39281795,1274040451,812.6039879,26.87927099,9.868136521,15.08342764,63695.88597,7.336869471,120.4970816,5.770875869
2022-01-01,Europe,Russia,3366823,9971,45807,69,23057282,82747,0.625935114,480.6489871,34222197,29042572,60000778,74658,13142,0.936087909,91.21156319,1131650591,155.3299566,36.46073799,22.99516813,9.756551664,32454.30833,15.30756099,446.8022423,5.044386358
2021-01-01,North America,France,7370683,4476,387410,453,10125284,80107,0.922325578,162.8242433,47410340,18322368,9765128,11928,468,1.277066882,56.05727042,35128827,750.1631381,29.81868265,16.61680001,6.119092833,6388.076066,49.0676625,573.2690464,11.53451871
2022-09-01,Asia,India,6439522,1191,104292,363,11306005,86843,0.670710228,51.40719312,66253669,50658772,34840957,38318,12101,1.020412101,30.60719952,603033489,925.5687257,24.66966924,23.1960401,11.40110879,57699.05755,49.5088924,283.2469905,7.313711302
2021-09-01,Europe,Russia,5047999,6297,122984,982,17760051,11002,0.049584971,156.2848668,80782119,65855311,49491168,47812,3807,1.621500691,41.22692593,63293887,514.0682154,31.6537198,24.04547832,15.63820849,50479.99966,44.10507118,249.8680825,14.68694632
2022-10-01,Asia,France,4385010,9603,13777,765,57569240,36153,0.543973579,442.7923947,94492296,44982374,43754638,45048,4736,1.41154086,44.57249848,182685108,658.5417682,27.71245522,16.25197256,6.708894157,5885.515739,35.35643724,672.87259,15.00828232
2020-03-01,Europe,Brazil,2765331,3332,134917,745,97367928,90674,0.418664613,166.1894699,15489587,31260899,19690454,26152,16841,0.519613987,17.30073702,403635425,799.6278901,43.55226524,23.38347216,7.52508501,58219.56057,2.38895681,447.5502718,8.333295633
2021-06-01,Asia,India,8070297,787,372330,844,33309389,6563,0.881288008,373.527041,68963456,13220846,2436681,49457,1884,1.927868647,80.55845769,727792681,66.42424268,24.71012184,8.519174761,19.1180355,32955.91377,14.56461514,367.1160047,19.49258186
2020-12-01,North America,Italy,865139,622,423915,324,93638305,15154,0.048202242,250.4809132,45290464,73324556,55246555,36112,19505,1.260875029,12.81034324,1254971713,39.36413613,49.24382059,9.521421554,15.33801411,68489.57526,32.1505902,152.0902455,2.748665343
2022-03-01,North America,France,9967246,3841,175324,868,51386228,24194,0.672273517,165.5882071,98942976,59002354,4332006,20840,14202,2.192844837,82.05112578,571597203,243.4556538,31.28389102,16.15738359,14.83767281,64188.99298,4.27717571,685.869232,16.81768928
2022-01-01,Asia,Russia,7543159,3676,360826,670,43998361,65020,0.986546765,498.1357839,97534118,385468,47626872,1208,10231,0.704185522,95.82629272,1397318722,888.6321182,26.89423522,20.30249962,15.79562922,59589.83606,44.13954096,445.585222,12.49091352
2022-07-01,Europe,India,2901717,6915,380161,347,65049882,22448,0.717296078,214.3013199,66003055,70055235,36354431,84623,7952,2.462513658,28.39524045,497565041,60.8597693,25.98835879,9.675127018,15.09919215,11011.87933,24.7288005,674.7951969,8.22402365
2021-06-01,Europe,Italy,5692796,4712,390857,154,17668864,4352,0.35546164,42.85504672,80500693,13184430,4937655,983,13918,2.182298917,92.67587847,401911667,975.0247797,33.54700142,19.25387811,12.76240616,7740.755953,39.56221956,134.7386102,10.31438938
2020-08-01,North America,Italy,8678376,66,197345,866,50511123,184,0.235517228,69.65293334,5089275,14034077,37561244,95477,9984,2.422488839,47.90561554,655441775,755.9879222,39.69620383,10.37810153,9.015159187,31090.43752,3.184523733,126.4827159,9.588311511
2020-12-01,North America,Russia,1726199,7465,474869,827,45671343,41205,0.947889659,293.5021803,24250010,65211084,42425871,85559,13241,1.350768677,27.45187148,272926870,453.7139586,29.24897577,7.427804941,16.27386025,23193.13069,37.3034513,271.1438369,4.511054882
2022-12-01,North America,Germany,443945,4471,444256,224,28633772,7504,0.751656677,259.6246188,4996476,64102407,57544005,23860,13112,1.290354101,65.79601839,896765983,918.5166144,44.12350261,5.338790038,16.78078466,68275.41812,20.39366233,548.5336792,5.973918981
2022-10-01,Asia,India,7382003,3339,225902,216,36645439,56578,0.751580415,409.8965721,30128886,20998615,56479416,33328,9383,1.903961705,80.278233,645829266,364.1052889,21.98273719,14.11820479,4.835004287,4111.247125,3.163417605,587.9470906,10.18887452
2022-01-01,Europe,Brazil,21253,7675,283774,30,54888961,33368,0.014957995,424.8703641,58808816,49584223,13683621,96515,11481,2.496327921,7.89913518,51440155,899.3440501,46.77932329,24.21490066,11.10699654,23719.25066,44.03046128,651.7614465,8.856336295
2022-08-01,South America,India,9338770,790,440474,352,78522418,5084,0.958798262,263.9720019,69674926,42129333,10374571,47867,14460,0.578447062,42.76342824,225778060,452.4520789,47.69143049,7.336570442,19.3975025,3013.176448,17.29718141,609.2886648,7.933128234
2021-03-01,Europe,Russia,1274634,9830,284928,934,3884755,34810,0.025848664,240.4063946,60689144,10556880,34298707,78417,89,1.532934153,81.44287348,776134454,424.5037687,20.06074013,14.04636211,15.83229022,40959.10505,32.69558521,783.9295656,1.726858312
2020-10-01,North America,India,2755063,1174,456938,444,4618663,82277,0.990087246,44.58523859,92206603,65167469,17125976,50580,5490,1.156296752,51.72442152,239841099,759.052432,36.52204048,16.61461058,8.103217794,17008.17828,0.641421544,593.2574889,8.615751634
2020-03-01,North America,India,1228807,178,154099,234,7234469,82297,0.322497218,51.08161695,19731738,71892872,11088029,17331,15287,0.725878232,82.61294583,1045557938,928.668047,46.16802151,21.40415453,19.04994051,24561.8823,44.0084028,137.9388701,16.48700952
2021-05-01,South America,France,8511383,2244,489760,106,95841530,78872,0.842956228,451.1407852,19329751,70368384,1857865,76255,10455,1.185980413,99.21866036,880832144,496.5412672,32.91600819,24.95606844,16.24208671,22542.12728,15.03245468,200.0239472,3.205129417
2020-08-01,Asia,India,5163515,4086,451069,190,46655993,20872,0.180295461,315.0932196,22342974,77169800,52336298,99652,11704,1.789606075,64.67267843,1020960000,834.4064479,33.10442776,20.4854156,9.195601058,60237.41824,43.61867309,412.0449794,1.355896493
2020-04-01,Asia,Russia,7601748,734,374311,991,33655351,78950,0.062898258,131.1586072,69354294,20599432,9634336,8572,17593,0.961252857,52.88135838,906741395,734.6250904,31.3804147,9.426809039,13.26075742,4282.538217,22.71929088,612.801004,3.255352378
2020-04-01,Asia,India,4463158,6232,67359,529,43209362,70333,0.378355424,139.6501946,29238685,59350179,40320692,9896,4978,1.389190858,36.51578543,1326167478,337.3739777,20.86485005,19.95956138,10.25365527,25011.77589,38.81654959,216.1527206,14.0505337
2020-10-01,Europe,Germany,8803208,798,203460,912,78838220,68843,0.858925389,305.0974158,19168849,2908003,26139538,33077,3224,1.308988487,19.46964425,691105097,591.4406764,43.70850008,15.74307249,4.643736696,28242.32724,41.28899195,625.5747956,16.09824814
2022-06-01,South America,Germany,6181422,7601,340752,737,87431530,98104,0.220824916,203.4674873,64574519,19658370,38300758,85334,4856,0.604925926,65.66577876,675096944,670.1475183,33.7035561,14.01619151,16.70249991,43699.56418,15.06444118,489.0850068,1.925804556
2021-06-01,South America,Germany,2269070,8979,469885,678,55071845,2596,0.153957326,220.6620855,45420742,29730681,18472855,71325,17922,1.756165059,6.26371917,573897781,33.26437817,35.93196915,23.71456988,6.248328127,55438.57455,32.01624046,642.1802251,17.86346717
2021-12-01,North America,Italy,9837371,731,381064,994,85735603,80520,0.309207737,24.0126938,71876685,30161765,703791,91609,9546,1.307275245,94.6515814,994426261,257.523799,47.13883777,20.86600955,9.684970465,29576.25888,15.50952558,690.8100578,18.99249218
2021-10-01,Europe,India,2519507,1129,366967,861,34953363,58326,0.37470437,167.2788964,32213103,26205250,11356839,10264,13538,2.339487802,61.21251422,1266996282,217.3867861,23.47652692,10.97883756,13.44901132,1766.523136,27.40758041,709.9035655,18.31938224
2020-12-01,Europe,Brazil,1256715,1605,387158,75,75930310,77670,0.469102975,347.535976,71857526,16374337,41122871,16049,14115,1.317298631,81.02639662,713652931,407.6249949,43.59879994,10.84226825,16.24825819,47098.63656,1.613530899,120.6171368,12.88382652
2022-08-01,Europe,Germany,1526534,9407,329457,266,66013495,42002,0.514973785,95.11035205,26862733,66168790,60183632,67678,16188,1.004689068,50.01103715,584549278,143.8343202,26.93039501,6.017128475,3.008454356,9691.076821,32.49896615,792.6768339,5.000348619
2021-05-01,Asia,France,824143,8516,181446,316,13439654,87187,0.582361716,365.7435659,94116831,44070761,32892582,80379,2363,0.502336293,56.89603661,1238210194,370.4226516,23.96911348,18.37189027,13.67197751,67230.86477,22.17217699,510.8409596,19.11229222
2021-02-01,Europe,Germany,7346562,5074,417230,811,1988881,24022,0.465595505,477.705847,72037572,56456671,56359704,29236,3107,0.720901343,39.28544248,360954371,610.9296957,29.03021121,8.724752258,3.117927728,39747.94573,3.090300107,219.8883053,15.35244255
2021-11-01,Europe,India,3802986,7099,80308,120,23238439,84458,0.70156354,453.406075,69567253,13742190,51377534,21123,5628,1.907778303,25.32327352,1344157041,154.9351903,45.68947754,23.470957,16.38333989,33379.21506,31.50062551,714.3256636,8.262934261
2022-02-01,Europe,Italy,371616,1490,308533,835,48133277,14618,0.718601663,394.6880387,50841115,38017506,26032276,26007,17885,1.864991187,90.47747415,947063485,53.89984112,43.62858049,21.84808856,5.544332149,28470.43332,0.887133137,285.0144904,16.50079882
2022-08-01,Asia,Italy,1960155,893,241235,24,60429621,17245,0.440359197,356.163343,56865867,71831420,3389784,80361,1451,1.145061146,8.505888161,25030421,44.28648988,39.35397277,11.9777032,18.20855087,15479.74511,33.99335975,131.5094217,5.025618583
2021-03-01,Asia,India,9163766,1390,411377,431,74847590,83796,0.142463148,117.569154,85719139,49536767,36189973,10142,16195,1.446012455,15.39870911,1130734978,274.7104099,22.70981023,12.60137104,5.637112008,66744.08384,3.626222376,401.3625775,5.051344423
2021-09-01,North America,Italy,2710527,3389,107800,159,20562612,10027,0.640638921,316.9516135,14534110,12499217,2008854,28498,8641,1.094756787,32.05105331,1115644182,198.2309676,48.64491919,11.54553122,15.99359269,49448.9461,32.80510949,170.1908854,16.02826346
2020-09-01,Asia,France,1768967,4239,400706,595,6142092,13986,0.772956712,321.6369969,89299916,5617818,34616269,33226,18219,1.961832777,91.97700015,1173531139,543.8628067,29.16320397,6.847898264,7.918166773,40164.65868,20.29438832,180.6696008,11.62685164
2020-09-01,Europe,India,9304991,4479,381691,113,96409817,3526,0.638109521,203.410666,51476332,75777674,1192857,40348,15180,2.1849987,56.42103703,1259139223,461.1629852,38.2099995,5.628603153,12.47331599,44552.81392,33.13142474,424.3024032,11.56087048
2021-09-01,South America,Italy,8370043,2263,238269,734,54683499,91797,0.588054766,246.5077309,85024892,11777042,26767335,27524,12377,2.298210585,37.31736918,95212991,331.5189482,44.09305612,14.04266317,13.343382,58989.01163,6.924866279,528.8783885,11.89974572
2021-10-01,Europe,Russia,2843236,2371,35757,501,79319571,67158,0.645137041,476.0507679,42944534,70621918,32853413,15298,19332,1.890033484,83.77775925,640961712,509.8975231,39.56590227,23.34498642,8.07784702,8906.760299,12.37120205,593.6770538,7.641622414
2020-07-01,South America,Germany,6035218,7088,58645,0,83710131,8699,0.278179677,65.39955572,71673595,76891939,7871209,98002,3097,1.771892732,46.92050006,1166949890,977.2075476,24.65246467,15.30137035,11.77204005,51626.62581,16.25140492,514.9881868,11.58366953
2021-08-01,North America,Brazil,1960584,5586,372362,898,73684773,79491,0.472926909,291.2664152,18853327,21789015,9286030,36788,13588,1.876852105,58.12493946,120468782,262.1249192,33.3052017,8.60320266,15.13115341,24736.2012,35.28804501,586.8496972,18.91346369
2022-05-01,Europe,Italy,6223754,2917,321199,740,98454760,97079,0.846581276,44.42574254,87201269,18699004,67072094,24920,18531,1.2940946,62.44688105,993935380,175.5637675,27.44997652,18.68340696,16.49051363,10342.45175,29.15430521,497.7753114,5.669740372
2020-01-01,Asia,India,9804815,7686,402214,573,42537207,16673,0.52544057,310.2071874,70461748,37741280,45904346,63010,4520,1.713319735,18.97237866,434004159,486.650269,22.31660721,5.392101948,7.631019071,47875.44538,21.79608305,358.8067225,19.648713
2022-08-01,Europe,Russia,578688,1167,159978,319,64556016,23395,0.679669973,35.05481964,55377491,27232915,29853426,5643,18281,2.104281601,26.22846762,937761437,416.0363104,42.64701632,10.02888104,16.09380764,13232.01074,16.64011776,413.8132942,4.549007648
2020-02-01,Europe,Germany,4226156,8302,363170,400,55922400,23707,0.754529339,103.476576,6403624,78233367,21438324,50094,13341,2.495152968,24.3507016,736862733,534.0636552,22.37123532,10.30876383,11.17477087,45811.65493,34.68397638,109.9063329,15.82037023
2020-07-01,North America,Germany,5755892,5109,332336,381,7561116,84749,0.173892175,167.6871424,69814474,73687266,26736115,16729,3716,0.946116614,14.91720981,1094953425,239.8734247,45.13743492,6.980790772,6.097178785,57967.2113,20.59793947,715.8871498,4.365944157
2022-10-01,Europe,Brazil,7983372,4327,181549,717,81668272,75937,0.565152305,184.2993476,93728159,22793501,11095818,53046,14831,1.900777948,24.43955764,1263345227,123.7800481,39.87826593,9.509884428,9.667638134,11836.46231,30.91546344,457.9871189,17.15088488
2022-12-01,Europe,Italy,4227995,3655,222343,317,94046046,56416,0.968359782,264.5106703,75915405,63495860,46039660,41284,1210,2.439650559,36.64115937,361840611,933.2720168,45.9945963,23.7967085,3.861109589,5709.776718,24.95946143,220.3379086,19.47106821
2021-02-01,Europe,Brazil,4990488,9488,132903,554,58215798,32548,0.551587459,20.50234435,77030344,45420834,19298336,57867,11463,1.178999591,59.33688026,562012476,854.5781262,49.60199554,7.197663288,15.17671716,54224.6854,3.236017445,371.8262198,2.918406511
2020-05-01,Asia,Germany,239968,2220,312865,897,41112361,18371,0.115712394,414.6587465,54816630,4767334,24570997,7816,2843,1.965887863,86.61949714,1199841589,461.9267776,24.83082133,23.2859127,8.552784583,18554.23894,49.03934969,368.3125281,6.482658776
2020-07-01,Europe,Brazil,8677571,9164,290655,951,50060594,93899,0.40171592,270.4982607,76846828,72578760,48438522,27473,14335,1.472756133,83.37176001,847628410,587.4788939,44.92929458,8.149772771,7.758700396,5946.519369,18.86602105,520.4358159,7.422319718
2022-05-01,Europe,India,2592536,1030,72782,622,34345455,77593,0.458405053,263.9095956,59763375,61856796,20202798,11932,19834,1.338806833,42.64798355,1105560078,448.6257241,39.55640215,16.45273413,11.07961516,43549.1349,15.83532082,375.6391726,7.161464553
2021-11-01,North America,Italy,519165,3992,411518,895,57798087,93659,0.758648593,429.7797663,76640144,12788644,30314713,83030,6644,0.672258334,29.78047797,401322768,598.95564,48.34670579,5.412708498,18.31969151,55688.40807,43.60676084,439.1922298,2.041763742
2021-06-01,Asia,Germany,3440866,6358,396448,306,23327388,88659,0.347277235,271.6849436,2130304,23838158,58420349,95725,9828,1.77820501,91.2792445,438659081,95.88904001,47.74702106,19.19594046,15.31594879,21645.97824,15.41545279,763.9977648,11.00510312
2020-11-01,South America,India,3878363,2181,364206,949,74209147,14281,0.187034586,75.32911599,4515400,19527700,11748510,96441,17528,1.493503337,62.45427697,279597915,599.8536171,35.05218973,8.64732904,13.3852455,24734.55011,36.04770713,267.6614404,4.286946214
2020-11-01,Europe,Germany,7601723,7037,129999,812,43535960,66846,0.426886696,340.2108132,83864511,76489321,56741220,27364,13620,1.523453895,13.70469308,677891758,47.54815061,31.36509143,14.38744786,19.36659074,38328.44373,28.28551189,749.5972607,12.30350666
2020-12-01,North America,Russia,5688238,4994,244744,168,83222304,49769,0.765590064,448.7315751,68090420,69914305,44723514,21048,18040,1.114689107,32.10509499,613726092,950.2098767,43.86726643,13.68364381,4.7827162,66934.30853,35.65274798,184.6861128,19.28498958
2020-04-01,North America,India,9594731,9381,100128,989,64970722,29312,0.883787062,26.57704272,62691335,32066175,40254742,7093,12397,1.947006277,24.14674539,468201103,179.4805336,26.28178696,8.982618404,9.69133064,19174.36416,37.77629973,638.9888815,6.623354608
2020-06-01,North America,India,6703560,5308,272827,297,54057082,96517,0.699370957,304.7232036,38058875,69768404,4820803,83483,12618,1.991104081,39.62089763,115015617,422.9407416,32.14825725,15.72285679,11.03645749,7340.495786,45.16949881,283.5768734,15.47951707
2021-02-01,North America,India,1785559,6221,23664,232,9213230,4257,0.341602261,62.33572758,81520737,69428704,13849179,96271,17980,1.309719067,39.3968046,220723740,579.7427204,48.73233128,14.0177923,6.397824715,38327.72175,25.03841664,590.4309462,14.73847332
2021-08-01,Europe,Brazil,8697057,7090,102364,902,61865145,15846,0.433177049,39.23430587,76097353,58175359,66638952,29196,1287,1.686584302,21.04329969,358213933,455.9116803,27.49420404,20.74276677,4.405352549,13731.85093,37.66890896,740.603738,2.165212632
2021-07-01,Europe,France,533634,7769,251084,270,26943759,22483,0.143350154,224.1385729,92930148,29917363,16659497,22727,16651,1.444092181,40.36251285,643336071,624.1739093,30.39342466,23.70242461,3.376996362,29540.24232,39.84069172,513.166802,18.67009646
2021-04-01,Europe,Russia,3932747,687,164244,59,29075829,26558,0.168097448,48.79876992,17657839,70494745,43863436,42167,434,1.066726039,63.37318203,1037477733,410.0565499,21.06981512,21.72590456,15.99806826,13916.65811,47.31922927,702.8662577,18.69477446
2021-11-01,Europe,Italy,8102873,9399,64340,466,17263075,13012,0.130586358,484.4703553,78189426,11593749,7737511,34607,2497,1.905653231,98.92252126,913240823,98.15391623,31.12794194,9.322322446,17.33785831,23594.02463,44.63078997,737.301526,8.935878865
2020-05-01,North America,Brazil,9244655,1894,87236,234,92990306,33236,0.179581229,284.7914789,46114080,6707776,35003993,73211,6440,2.301097729,29.59443249,1026917139,746.9987246,22.99506679,23.28977874,9.134232996,54465.85787,4.75190501,258.6511864,16.57234166
2020-04-01,Asia,Italy,4623636,7389,11017,676,55017291,45076,0.202688203,117.5844348,63187692,7900180,53109494,44312,6037,1.736252359,62.36453645,269829946,246.23771,20.0432675,12.71879303,14.95858421,66453.63412,6.304829695,258.0600789,10.40558245
2022-02-01,South America,India,7556855,4922,298757,705,92317880,48402,0.111845944,421.6031958,62626182,5629414,15156397,40769,7806,1.277440282,28.35489452,987693346,848.9758096,37.26216453,20.40413247,11.30484888,65897.99003,7.917309476,715.9082181,16.18481327
2022-09-01,Europe,Russia,5334233,6322,261879,233,76389779,94467,0.640260722,426.5516875,8245856,4697615,1998829,9575,19592,1.928015116,39.35358776,273142502,745.5969714,29.04579804,24.79054682,13.40518998,37211.27567,7.240653602,488.4324389,1.686378213
2021-11-01,Europe,Germany,1406368,3183,479346,367,42952048,32076,0.990401535,366.3929862,69845441,12053708,11861590,35074,1613,1.738072459,54.92374758,280801374,58.9586525,20.53471512,16.54885363,9.293346299,68844.60234,4.37594062,659.6091298,5.755141635
